0 400
0.0208333 388.004
0.0416667 376.897
0.0625 366.556
0.0833333 356.882
0.104167 347.794
0.125 339.226
0.145833 331.121
0.166667 323.431
0.1875 316.117
0.208333 309.143
0.229167 302.478
0.25 296.098
0.270833 289.977
0.291667 284.097
0.3125 278.439
0.333333 272.986
0.354167 267.725
0.375 262.642
0.395833 257.726
0.416667 252.965
0.4375 248.352
0.458333 243.876
0.479167 239.529
0.5 235.305
